id,mode,firstReviewDate,lastReviewDate,rating,previousRating,repetitionNumber,nTimesSeen,nTimesWrong,nTimesCorrect,nTimesBad,nTimesMedium,nTimesGood
103,cn2en,2021/04/21,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
122,en2cn,2021/04/21,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
100,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
124,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
115,cn2en,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
105,cn2en,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
102,en2cn,2021/04/21,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
116,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
101,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
107,en2cn,2021/04/21,2021/10/20,4.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
103,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
112,cn2en,2021/04/21,2021/10/17,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
104,en2cn,2021/04/21,2021/10/22,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
125,en2cn,2021/04/21,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
96,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
119,en2cn,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
104,cn2en,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
122,cn2en,2021/04/21,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
97,cn2en,2021/04/21,2021/10/20,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
142,en2cn,2021/04/22,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
132,en2cn,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
145,en2cn,2021/04/22,2021/10/20,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
126,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
139,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
144,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
173,en2cn,2021/04/22,2021/10/20,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
167,cn2en,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
146,en2cn,2021/04/22,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
162,cn2en,2021/04/22,2021/04/22,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
141,en2cn,2021/04/22,2021/10/21,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
154,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
161,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
164,en2cn,2021/04/22,2021/10/21,3.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
157,cn2en,2021/04/22,2021/10/21,3.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
155,cn2en,2021/04/22,2021/04/22,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
143,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
168,en2cn,2021/04/22,2021/10/21,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
130,en2cn,2021/04/22,2021/04/22,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
127,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
151,en2cn,2021/04/22,2021/10/22,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
133,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
133,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
129,en2cn,2021/04/22,2021/10/20,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
165,en2cn,2021/04/22,2021/10/22,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
155,en2cn,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
135,en2cn,2021/04/22,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
145,cn2en,2021/04/22,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
174,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
156,en2cn,2021/04/22,2021/10/20,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
171,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
172,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
163,en2cn,2021/04/22,2021/10/17,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
127,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
136,en2cn,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
152,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
172,cn2en,2021/04/22,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
161,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
149,cn2en,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
163,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
159,en2cn,2021/04/22,2021/10/17,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
130,cn2en,2021/04/22,2021/10/22,1.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0
150,cn2en,2021/04/22,2021/10/20,5.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0
158,cn2en,2021/04/22,2021/10/22,3.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
132,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
169,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
137,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
152,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
174,en2cn,2021/04/22,2021/10/20,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
142,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
171,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
164,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
128,en2cn,2021/04/22,2021/04/22,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
166,en2cn,2021/04/22,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
166,cn2en,2021/04/22,2021/10/21,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
138,en2cn,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
139,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
149,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
160,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
131,cn2en,2021/04/22,2021/10/20,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0
140,en2cn,2021/04/22,2021/10/20,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
143,cn2en,2021/04/22,2021/10/17,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
128,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
169,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
126,en2cn,2021/04/22,2021/04/22,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
159,cn2en,2021/04/22,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0
129,cn2en,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
134,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
158,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
160,en2cn,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
147,en2cn,2021/04/22,2021/10/22,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
151,cn2en,2021/04/22,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
168,cn2en,2021/04/22,2021/10/21,6.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
144,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
170,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
165,cn2en,2021/04/22,2021/10/17,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
173,cn2en,2021/04/22,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
140,cn2en,2021/04/22,2021/10/17,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
135,cn2en,2021/04/22,2021/10/20,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
170,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
138,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
131,en2cn,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
134,en2cn,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
157,en2cn,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
147,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
136,cn2en,2021/04/22,2021/10/20,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
153,en2cn,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
150,en2cn,2021/04/22,2021/10/21,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
154,en2cn,2021/04/22,2021/10/22,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
148,cn2en,2021/04/22,2021/10/20,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0
156,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
162,en2cn,2021/04/22,2021/10/17,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
141,cn2en,2021/04/22,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
137,en2cn,2021/04/22,2021/04/22,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
167,en2cn,2021/04/22,2021/10/21,4.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
146,cn2en,2021/04/22,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
148,en2cn,2021/04/22,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
153,cn2en,2021/04/22,2021/10/17,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
178,en2cn,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
193,en2cn,2021/06/19,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
177,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
175,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
186,cn2en,2021/06/19,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
193,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
184,en2cn,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
194,cn2en,2021/06/19,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
190,en2cn,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
194,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
176,cn2en,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
187,en2cn,2021/06/19,2021/10/20,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0
179,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
188,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
177,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
189,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
182,cn2en,2021/06/19,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
182,en2cn,2021/06/19,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
186,en2cn,2021/06/19,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
190,cn2en,2021/06/19,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
175,en2cn,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
192,cn2en,2021/06/19,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
189,cn2en,2021/06/19,2021/06/19,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
187,cn2en,2021/06/19,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
191,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
181,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
183,en2cn,2021/06/19,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
180,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
183,cn2en,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
180,en2cn,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
181,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
185,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
178,cn2en,2021/06/19,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
191,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
176,en2cn,2021/06/19,2021/06/19,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
185,cn2en,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
184,cn2en,2021/06/19,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
179,cn2en,2021/06/19,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
192,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
188,cn2en,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
205,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
198,en2cn,2021/06/19,2021/10/21,6.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
205,cn2en,2021/06/19,2021/06/19,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
204,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
200,en2cn,2021/06/19,2021/06/19,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
199,cn2en,2021/06/19,2021/10/20,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
202,cn2en,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
200,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
207,cn2en,2021/06/19,2021/10/20,3.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0
201,en2cn,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
198,cn2en,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
203,cn2en,2021/06/19,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
195,cn2en,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
196,cn2en,2021/06/19,2021/06/21,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
201,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
206,cn2en,2021/06/19,2021/06/21,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
195,en2cn,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
207,en2cn,2021/06/19,2021/10/20,5.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
197,en2cn,2021/06/19,2021/06/19,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
203,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
199,en2cn,2021/06/19,2021/10/22,5.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
206,en2cn,2021/06/19,2021/10/20,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0
202,en2cn,2021/06/19,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
197,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
196,en2cn,2021/06/19,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
204,cn2en,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
209,cn2en,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
214,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
212,en2cn,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
208,cn2en,2021/06/19,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
211,cn2en,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
211,en2cn,2021/06/19,2021/10/22,2.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0
209,en2cn,2021/06/19,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
210,en2cn,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
213,en2cn,2021/06/19,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
215,en2cn,2021/06/19,2021/10/20,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
210,cn2en,2021/06/19,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0
208,en2cn,2021/06/19,2021/06/19,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
215,cn2en,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
217,en2cn,2021/06/19,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
212,cn2en,2021/06/19,2021/06/19,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
213,cn2en,2021/06/19,2021/10/21,4.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
217,cn2en,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
214,cn2en,2021/06/19,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
216,cn2en,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
216,en2cn,2021/06/19,2021/06/19,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
236,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
219,cn2en,2021/06/21,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
232,en2cn,2021/06/21,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
230,cn2en,2021/06/21,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
236,cn2en,2021/06/21,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
224,en2cn,2021/06/21,2021/06/21,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
239,cn2en,2021/06/21,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
220,en2cn,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
227,en2cn,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
232,cn2en,2021/06/21,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
237,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
220,cn2en,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
223,cn2en,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
218,en2cn,2021/06/21,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
221,cn2en,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
227,cn2en,2021/06/21,2021/06/21,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
225,en2cn,2021/06/21,2021/06/21,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
242,cn2en,2021/06/21,2021/10/22,4.0,2.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0
234,cn2en,2021/06/21,2021/06/21,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
234,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
228,cn2en,2021/06/21,2021/06/21,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
222,cn2en,2021/06/21,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
237,cn2en,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
225,cn2en,2021/06/21,2021/06/21,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
233,en2cn,2021/06/21,2021/06/21,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
224,cn2en,2021/06/21,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
238,cn2en,2021/06/21,2021/06/21,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
229,cn2en,2021/06/21,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
231,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
221,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
230,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
239,en2cn,2021/06/21,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
231,cn2en,2021/06/21,2021/06/21,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
219,en2cn,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
222,en2cn,2021/06/21,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
235,en2cn,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
218,cn2en,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
242,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
241,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
240,cn2en,2021/06/21,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
229,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
