id,mode,firstReviewDate,lastReviewDate,rating,previousRating,repetitionNumber,nTimesSeen,nTimesWrong,nTimesCorrect,nTimesBad,nTimesMedium,nTimesGood
235,cn2en,2021/06/21,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
228,en2cn,2021/06/21,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
240,en2cn,2021/06/21,2021/10/21,4.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
223,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
241,cn2en,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
238,en2cn,2021/06/21,2021/06/21,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
226,cn2en,2021/06/21,2021/06/21,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
233,cn2en,2021/06/21,2021/06/21,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
226,en2cn,2021/06/21,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0
257,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
275,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
264,en2cn,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
265,cn2en,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
271,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
255,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
274,en2cn,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
246,en2cn,2021/06/23,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
247,en2cn,2021/06/23,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
254,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
255,en2cn,2021/06/23,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0
253,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
271,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
264,cn2en,2021/06/23,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
250,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
251,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
272,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
259,en2cn,2021/06/23,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
265,en2cn,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
262,en2cn,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
269,en2cn,2021/06/23,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
252,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
259,cn2en,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
261,en2cn,2021/06/23,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
267,en2cn,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
253,en2cn,2021/06/23,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
249,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
249,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
263,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
258,en2cn,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
276,cn2en,2021/06/23,2021/10/21,4.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
263,en2cn,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
277,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
245,en2cn,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
268,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
243,en2cn,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
275,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
257,cn2en,2021/06/23,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0
272,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
243,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
270,cn2en,2021/06/23,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
256,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
276,en2cn,2021/06/23,2021/10/22,4.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
268,en2cn,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
267,cn2en,2021/06/23,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
245,cn2en,2021/06/23,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
274,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
262,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
247,cn2en,2021/06/23,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
273,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
244,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
251,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
260,cn2en,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
273,en2cn,2021/06/23,2021/10/22,2.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
246,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
266,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
266,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
258,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
269,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
277,en2cn,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
254,en2cn,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
270,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
248,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
244,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
260,en2cn,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
250,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
261,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
248,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
252,en2cn,2021/06/23,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
256,en2cn,2021/06/23,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
290,en2cn,2021/06/23,2021/10/20,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
296,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
291,cn2en,2021/06/23,2021/10/22,3.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0
293,en2cn,2021/06/23,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
283,cn2en,2021/06/23,2021/10/22,2.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0
290,cn2en,2021/06/23,2021/10/22,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0
283,en2cn,2021/06/23,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
281,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
279,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
295,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
284,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
280,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
286,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
292,en2cn,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
293,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
301,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
281,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
285,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
282,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
301,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
300,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
300,en2cn,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
297,cn2en,2021/06/23,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0
294,cn2en,2021/06/23,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
285,cn2en,2021/06/23,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
278,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
288,cn2en,2021/06/23,2021/06/23,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
298,en2cn,2021/06/23,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
299,en2cn,2021/06/23,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
289,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
279,en2cn,2021/06/23,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
287,cn2en,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
296,cn2en,2021/06/23,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
299,cn2en,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
294,en2cn,2021/06/23,2021/10/22,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
286,cn2en,2021/06/23,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
295,en2cn,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
287,en2cn,2021/06/23,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
280,cn2en,2021/06/23,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
278,en2cn,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
297,en2cn,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
282,en2cn,2021/06/23,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
284,cn2en,2021/06/23,2021/06/23,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
291,en2cn,2021/06/23,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
292,cn2en,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
298,cn2en,2021/06/23,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
289,en2cn,2021/06/23,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
302,cn2en,2021/06/23,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
288,en2cn,2021/06/23,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
302,en2cn,2021/06/23,2021/06/23,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
338,cn2en,2021/07/18,2021/07/18,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
339,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
335,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
305,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
342,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
307,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
334,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
330,en2cn,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
344,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
303,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
304,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
327,en2cn,2021/07/18,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
306,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
340,en2cn,2021/07/18,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0
313,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
332,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
340,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
311,en2cn,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
307,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
343,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
323,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
345,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
316,cn2en,2021/07/18,2021/10/22,4.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,0.0
323,cn2en,2021/07/18,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
305,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
331,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
341,en2cn,2021/07/18,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
324,en2cn,2021/07/18,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
344,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
303,en2cn,2021/07/18,2021/10/22,4.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0
308,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
317,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
331,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
317,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
319,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
337,cn2en,2021/07/18,2021/10/22,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0
326,en2cn,2021/07/18,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
342,en2cn,2021/07/18,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
318,en2cn,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
338,en2cn,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
327,cn2en,2021/07/18,2021/10/22,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
326,cn2en,2021/07/18,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
319,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
336,en2cn,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
335,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
310,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
330,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
311,cn2en,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
343,cn2en,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
320,en2cn,2021/07/18,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
325,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
312,cn2en,2021/07/18,2021/10/20,5.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
309,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
315,en2cn,2021/07/18,2021/10/22,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0
316,en2cn,2021/07/18,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
328,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
322,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
329,en2cn,2021/07/18,2021/10/22,3.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0
318,cn2en,2021/07/18,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
304,cn2en,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
312,en2cn,2021/07/18,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
336,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
334,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
306,en2cn,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
333,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
315,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
337,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
324,cn2en,2021/07/18,2021/10/20,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
345,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
328,en2cn,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
322,cn2en,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
308,cn2en,2021/07/18,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
313,en2cn,2021/07/18,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
309,en2cn,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
320,cn2en,2021/07/18,2021/10/21,5.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
333,en2cn,2021/07/18,2021/10/21,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
314,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
321,cn2en,2021/07/18,2021/10/20,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
329,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
332,cn2en,2021/07/18,2021/07/18,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
310,cn2en,2021/07/18,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
325,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
321,en2cn,2021/07/18,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
314,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
339,en2cn,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
341,cn2en,2021/07/18,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
362,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
366,cn2en,2021/07/18,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
363,en2cn,2021/07/18,2021/10/21,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
346,en2cn,2021/07/18,2021/10/20,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0
369,en2cn,2021/07/18,2021/10/20,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
365,en2cn,2021/07/18,2021/10/20,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0
369,cn2en,2021/07/18,2021/10/22,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
350,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
364,cn2en,2021/07/18,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
358,cn2en,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
367,cn2en,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
362,en2cn,2021/07/18,2021/07/18,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
363,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
349,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
347,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
360,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
368,cn2en,2021/07/18,2021/10/21,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0
348,cn2en,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
361,cn2en,2021/07/18,2021/10/21,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
351,en2cn,2021/07/18,2021/07/18,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
355,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
346,cn2en,2021/07/18,2021/10/20,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
355,cn2en,2021/07/18,2021/10/22,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
370,cn2en,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
364,en2cn,2021/07/18,2021/10/22,2.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
365,cn2en,2021/07/18,2021/10/22,3.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
352,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
347,en2cn,2021/07/18,2021/07/18,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
366,en2cn,2021/07/18,2021/10/21,6.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0
