id,date,time,mode,rating
343,2021/07/18,09:07:13,en2cn,5
323,2021/07/18,09:07:29,en2cn,3
345,2021/07/18,09:07:45,en2cn,3
316,2021/07/18,09:08:27,cn2en,2
323,2021/07/18,09:08:38,cn2en,4
305,2021/07/18,09:08:42,en2cn,5
331,2021/07/18,09:09:02,en2cn,3
341,2021/07/18,09:09:23,en2cn,4
324,2021/07/18,09:09:53,en2cn,1
344,2021/07/18,09:10:04,cn2en,5
303,2021/07/18,09:10:08,en2cn,6
308,2021/07/18,09:10:15,en2cn,3
317,2021/07/18,09:10:31,en2cn,3
331,2021/07/18,09:10:35,cn2en,5
317,2021/07/18,09:10:40,cn2en,5
319,2021/07/18,09:10:53,en2cn,5
337,2021/07/18,09:11:29,cn2en,2
326,2021/07/18,09:11:57,en2cn,1
342,2021/07/18,09:12:01,en2cn,6
318,2021/07/18,09:12:11,en2cn,6
338,2021/07/18,09:12:15,en2cn,6
327,2021/07/18,09:12:26,cn2en,2
326,2021/07/18,09:12:36,cn2en,4
319,2021/07/18,09:12:40,cn2en,5
336,2021/07/18,09:12:44,en2cn,6
335,2021/07/18,09:12:48,cn2en,6
310,2021/07/18,09:12:54,en2cn,3
330,2021/07/18,09:12:57,cn2en,6
311,2021/07/18,09:12:59,cn2en,6
343,2021/07/18,09:13:01,cn2en,6
320,2021/07/18,09:13:07,en2cn,6
325,2021/07/18,09:13:34,cn2en,3
312,2021/07/18,09:13:50,cn2en,2
309,2021/07/18,09:13:59,cn2en,5
315,2021/07/18,09:14:39,en2cn,2
316,2021/07/18,09:14:56,en2cn,4
328,2021/07/18,09:15:00,cn2en,5
322,2021/07/18,09:15:08,en2cn,5
329,2021/07/18,09:15:26,en2cn,4
318,2021/07/18,09:15:43,cn2en,6
304,2021/07/18,09:15:48,cn2en,6
312,2021/07/18,09:15:52,en2cn,6
336,2021/07/18,09:15:56,cn2en,6
334,2021/07/18,09:16:00,cn2en,6
306,2021/07/18,09:16:08,en2cn,6
333,2021/07/18,09:16:20,cn2en,3
315,2021/07/18,09:16:24,cn2en,6
337,2021/07/18,09:16:30,en2cn,5
324,2021/07/18,09:18:12,cn2en,2
345,2021/07/18,09:18:15,cn2en,5
328,2021/07/18,09:18:17,en2cn,6
322,2021/07/18,09:18:20,cn2en,6
308,2021/07/18,09:18:26,cn2en,6
313,2021/07/18,09:18:28,en2cn,6
309,2021/07/18,09:18:30,en2cn,6
320,2021/07/18,09:18:34,cn2en,6
333,2021/07/18,09:18:37,en2cn,6
314,2021/07/18,09:19:21,en2cn,3
321,2021/07/18,09:19:45,cn2en,2
329,2021/07/18,09:19:49,cn2en,5
332,2021/07/18,09:20:14,cn2en,4
310,2021/07/18,09:20:18,cn2en,6
325,2021/07/18,09:20:23,en2cn,5
321,2021/07/18,09:20:31,en2cn,4
314,2021/07/18,09:20:39,cn2en,6
339,2021/07/18,09:20:45,en2cn,6
341,2021/07/18,09:20:53,cn2en,6
362,2021/07/18,09:23:02,cn2en,3
366,2021/07/18,09:23:16,cn2en,4
363,2021/07/18,09:23:34,en2cn,4
346,2021/07/18,09:23:55,en2cn,1
369,2021/07/18,09:24:16,en2cn,1
365,2021/07/18,09:24:33,en2cn,2
369,2021/07/18,09:24:50,cn2en,2
350,2021/07/18,09:24:57,cn2en,5
364,2021/07/18,09:25:11,cn2en,4
358,2021/07/18,09:25:17,cn2en,6
367,2021/07/18,09:25:25,cn2en,6
362,2021/07/18,09:25:35,en2cn,6
363,2021/07/18,09:25:40,cn2en,5
349,2021/07/18,09:25:46,en2cn,5
347,2021/07/18,09:26:18,cn2en,3
360,2021/07/18,09:26:25,en2cn,5
368,2021/07/18,09:26:43,cn2en,4
348,2021/07/18,09:26:51,cn2en,3
361,2021/07/18,09:27:19,cn2en,4
351,2021/07/18,09:27:50,en2cn,3
355,2021/07/18,09:27:56,en2cn,5
346,2021/07/18,09:28:17,cn2en,1
355,2021/07/18,09:28:19,cn2en,6
370,2021/07/18,09:28:26,cn2en,5
364,2021/07/18,09:28:33,en2cn,6
365,2021/07/18,09:28:37,cn2en,6
352,2021/07/18,09:28:49,en2cn,5
347,2021/07/18,09:28:58,en2cn,5
366,2021/07/18,09:29:02,en2cn,6
367,2021/07/18,09:29:05,en2cn,6
361,2021/07/18,09:29:14,en2cn,5
348,2021/07/18,09:29:16,en2cn,5
368,2021/07/18,09:30:53,en2cn,4
358,2021/07/18,09:30:59,en2cn,5
354,2021/07/18,09:31:12,cn2en,2
356,2021/07/18,09:31:15,en2cn,6
353,2021/07/18,09:31:21,cn2en,6
351,2021/07/18,09:31:25,cn2en,6
353,2021/07/18,09:31:28,en2cn,6
360,2021/07/18,09:31:32,cn2en,6
359,2021/07/18,09:31:48,cn2en,1
359,2021/07/18,09:31:55,en2cn,1
350,2021/07/18,09:32:04,en2cn,3
349,2021/07/18,09:32:06,cn2en,6
370,2021/07/18,09:32:09,en2cn,6
357,2021/07/18,09:32:30,en2cn,2
352,2021/07/18,09:32:33,cn2en,5
357,2021/07/18,09:32:37,cn2en,2
354,2021/07/18,09:32:48,en2cn,3
356,2021/07/18,09:32:50,cn2en,6
381,2021/07/19,22:39:30,cn2en,2
393,2021/07/19,22:39:41,cn2en,5
380,2021/07/19,22:39:45,en2cn,5
380,2021/07/19,22:39:48,cn2en,5
386,2021/07/19,22:40:00,en2cn,5
395,2021/07/19,22:40:12,en2cn,3
378,2021/07/19,22:40:28,cn2en,1
393,2021/07/19,22:40:33,en2cn,6
387,2021/07/19,22:40:43,en2cn,3
386,2021/07/19,22:40:47,cn2en,6
376,2021/07/19,22:41:02,en2cn,2
391,2021/07/19,22:41:20,en2cn,3
385,2021/07/19,22:41:50,cn2en,4
394,2021/07/19,22:42:08,cn2en,3
395,2021/07/19,22:42:12,cn2en,5
373,2021/07/19,22:42:56,cn2en,3
383,2021/07/19,22:43:09,en2cn,3
385,2021/07/19,22:43:14,en2cn,5
394,2021/07/19,22:43:19,en2cn,5
387,2021/07/19,22:43:22,cn2en,6
381,2021/07/19,22:43:26,en2cn,6
383,2021/07/19,22:43:37,cn2en,5
376,2021/07/19,22:43:44,cn2en,4
374,2021/07/19,22:43:49,cn2en,5
389,2021/07/19,22:44:04,en2cn,3
388,2021/07/19,22:44:07,cn2en,6
392,2021/07/19,22:44:13,en2cn,5
390,2021/07/19,22:44:22,en2cn,6
372,2021/07/19,22:44:29,cn2en,1
377,2021/07/19,22:44:40,cn2en,4
389,2021/07/19,22:44:44,cn2en,5
375,2021/07/19,22:45:04,cn2en,3
382,2021/07/19,22:45:09,en2cn,5
390,2021/07/19,22:45:13,cn2en,6
379,2021/07/19,22:45:21,en2cn,5
374,2021/07/19,22:45:25,en2cn,6
371,2021/07/19,22:45:30,en2cn,6
379,2021/07/19,22:45:38,cn2en,5
384,2021/07/19,22:45:46,en2cn,1
384,2021/07/19,22:45:52,cn2en,1
392,2021/07/19,22:45:55,cn2en,5
373,2021/07/19,22:45:58,en2cn,6
375,2021/07/19,22:46:01,en2cn,6
377,2021/07/19,22:46:10,en2cn,4
382,2021/07/19,22:46:12,cn2en,6
372,2021/07/19,22:46:15,en2cn,6
378,2021/07/19,22:46:23,en2cn,4
391,2021/07/19,22:46:27,cn2en,6
371,2021/07/19,22:46:29,cn2en,6
388,2021/07/19,22:46:31,en2cn,6
442,2021/07/24,11:32:36,en2cn,1
404,2021/07/24,11:32:47,en2cn,4
396,2021/07/24,11:32:52,cn2en,6
431,2021/07/24,11:33:05,en2cn,2
444,2021/07/24,11:33:24,cn2en,1
415,2021/07/24,11:33:51,en2cn,2
401,2021/07/24,11:33:56,cn2en,5
435,2021/07/24,11:34:07,cn2en,2
418,2021/07/24,11:34:19,cn2en,5
408,2021/07/24,11:34:23,cn2en,6
401,2021/07/24,11:34:26,en2cn,6
420,2021/07/24,11:34:39,en2cn,1
433,2021/07/24,11:34:48,en2cn,4
398,2021/07/24,11:34:55,en2cn,6
405,2021/07/24,11:35:16,cn2en,5
403,2021/07/24,11:35:30,en2cn,3
442,2021/07/24,11:35:39,cn2en,2
430,2021/07/24,11:36:00,cn2en,2
444,2021/07/24,11:36:14,en2cn,2
439,2021/07/24,11:36:29,en2cn,3
407,2021/07/24,11:36:37,cn2en,4
413,2021/07/24,11:36:59,cn2en,2
419,2021/07/24,11:37:11,en2cn,1
408,2021/07/24,11:37:14,en2cn,6
425,2021/07/24,11:37:34,cn2en,1
436,2021/07/24,11:37:47,en2cn,3
414,2021/07/24,11:38:01,cn2en,3
439,2021/07/24,11:38:05,cn2en,5
397,2021/07/24,11:38:11,cn2en,6
423,2021/07/24,11:38:30,cn2en,1
409,2021/07/24,11:38:34,cn2en,5
429,2021/07/24,11:38:46,en2cn,4
412,2021/07/24,11:38:54,cn2en,3
445,2021/07/24,11:39:13,cn2en,1
426,2021/07/24,11:39:26,en2cn,2
403,2021/07/24,11:39:29,cn2en,6
417,2021/07/24,11:39:41,en2cn,3
406,2021/07/24,11:39:47,en2cn,6
413,2021/07/24,11:39:58,en2cn,5
445,2021/07/24,11:40:04,en2cn,4
412,2021/07/24,11:40:07,en2cn,6
437,2021/07/24,11:40:18,cn2en,3
400,2021/07/24,11:40:32,en2cn,4
435,2021/07/24,11:40:44,en2cn,5
430,2021/07/24,11:41:01,en2cn,2
397,2021/07/24,11:41:05,en2cn,6
438,2021/07/24,11:41:15,cn2en,1
415,2021/07/24,11:41:34,cn2en,4
429,2021/07/24,11:41:37,cn2en,6
407,2021/07/24,11:41:40,en2cn,6
402,2021/07/24,11:41:52,en2cn,6
428,2021/07/24,11:42:06,cn2en,1
434,2021/07/24,11:42:30,cn2en,1
410,2021/07/24,11:42:37,en2cn,3
398,2021/07/24,11:42:41,cn2en,6
432,2021/07/24,11:42:54,en2cn,2
418,2021/07/24,11:43:03,en2cn,5
404,2021/07/24,11:43:18,cn2en,3
421,2021/07/24,11:43:26,en2cn,3
416,2021/07/24,11:43:45,en2cn,2
399,2021/07/24,11:43:50,cn2en,6
428,2021/07/24,11:43:58,en2cn,1
422,2021/07/24,11:44:03,cn2en,6
406,2021/07/24,11:44:06,cn2en,6
432,2021/07/24,11:44:11,cn2en,5
424,2021/07/24,11:44:33,cn2en,1
427,2021/07/24,11:44:44,cn2en,3
427,2021/07/24,11:44:48,en2cn,4
411,2021/07/24,11:45:05,cn2en,5
441,2021/07/24,11:45:19,en2cn,3
424,2021/07/24,11:45:24,en2cn,4
414,2021/07/24,11:45:29,en2cn,5
437,2021/07/24,11:45:37,en2cn,5
443,2021/07/24,11:45:51,en2cn,4
438,2021/07/24,11:46:08,en2cn,1
434,2021/07/24,11:46:25,en2cn,3
422,2021/07/24,11:46:30,en2cn,3
426,2021/07/24,11:46:38,cn2en,5
405,2021/07/24,11:46:43,en2cn,5
409,2021/07/24,11:46:47,en2cn,6
399,2021/07/24,11:46:50,en2cn,6
410,2021/07/24,11:46:53,cn2en,6
417,2021/07/24,11:46:57,cn2en,6
423,2021/07/24,11:47:02,en2cn,1
400,2021/07/24,11:47:05,cn2en,6
396,2021/07/24,11:47:08,en2cn,6
402,2021/07/24,11:47:11,cn2en,6
416,2021/07/24,11:47:25,cn2en,4
425,2021/07/24,11:47:35,en2cn,4
421,2021/07/24,11:47:38,cn2en,6
419,2021/07/24,11:47:44,cn2en,1
433,2021/07/24,11:47:47,cn2en,6
441,2021/07/24,11:47:52,cn2en,5
443,2021/07/24,11:47:56,cn2en,5
440,2021/07/24,11:48:03,cn2en,3
440,2021/07/24,11:48:09,en2cn,4
420,2021/07/24,11:48:17,cn2en,3
411,2021/07/24,11:48:21,en2cn,6
431,2021/07/24,11:48:25,cn2en,5
436,2021/07/24,11:48:36,cn2en,3
467,2021/07/24,13:09:05,cn2en,1
452,2021/07/24,17:14:02,cn2en,6
449,2021/07/24,17:14:11,en2cn,1
470,2021/07/24,17:14:33,en2cn,1
458,2021/07/24,17:14:42,en2cn,3
465,2021/07/24,17:14:46,cn2en,5
459,2021/07/24,17:14:57,cn2en,2
459,2021/07/24,17:15:01,en2cn,4
446,2021/07/24,17:15:08,cn2en,3
456,2021/07/24,17:15:15,en2cn,3
460,2021/07/24,17:15:28,en2cn,1
458,2021/07/24,17:15:31,cn2en,6
455,2021/07/24,17:15:44,cn2en,1
470,2021/07/24,17:16:02,cn2en,2
457,2021/07/24,17:16:12,en2cn,1
448,2021/07/24,17:16:24,en2cn,1
449,2021/07/24,17:16:32,cn2en,2
450,2021/07/24,17:16:48,en2cn,2
446,2021/07/24,17:16:52,en2cn,5
468,2021/07/24,17:17:03,cn2en,1
456,2021/07/24,17:17:13,cn2en,3
457,2021/07/24,17:17:25,cn2en,2
461,2021/07/24,17:17:39,cn2en,2
465,2021/07/24,17:17:43,en2cn,5
460,2021/07/24,17:17:50,cn2en,4
454,2021/07/24,17:18:02,en2cn,1
462,2021/07/24,17:18:12,en2cn,1
447,2021/07/24,17:18:21,cn2en,3
461,2021/07/24,17:18:28,en2cn,4
467,2021/07/24,17:18:35,en2cn,1
468,2021/07/24,17:18:39,en2cn,4
453,2021/07/24,17:18:50,cn2en,4
469,2021/07/24,17:19:01,en2cn,1
448,2021/07/24,17:19:09,cn2en,1
452,2021/07/24,17:19:16,en2cn,5
463,2021/07/24,17:19:20,en2cn,6
447,2021/07/24,17:19:24,en2cn,5
466,2021/07/24,17:19:38,cn2en,4
464,2021/07/24,17:19:50,en2cn,1
469,2021/07/24,17:20:03,cn2en,1
453,2021/07/24,17:20:13,en2cn,4
454,2021/07/24,17:20:19,cn2en,1
450,2021/07/24,17:20:24,cn2en,5
464,2021/07/24,17:20:28,cn2en,5
455,2021/07/24,17:20:33,en2cn,1
451,2021/07/24,17:20:46,cn2en,1
463,2021/07/24,17:20:49,cn2en,6
462,2021/07/24,17:20:52,cn2en,5
451,2021/07/24,17:20:57,en2cn,4
466,2021/07/24,17:21:00,en2cn,6
486,2021/09/20,21:44:58,en2cn,1
481,2021/09/20,21:45:08,en2cn,3
493,2021/09/20,21:45:28,cn2en,3
472,2021/09/20,21:45:46,cn2en,2
471,2021/09/20,21:46:15,en2cn,1
475,2021/09/20,21:46:36,en2cn,2
482,2021/09/20,21:46:53,en2cn,3
484,2021/09/20,21:47:15,cn2en,3
491,2021/09/20,21:47:23,cn2en,5
477,2021/09/20,21:47:42,cn2en,2
475,2021/09/20,21:47:52,cn2en,4
497,2021/09/20,21:48:09,cn2en,2
479,2021/09/20,21:48:14,cn2en,6
495,2021/09/20,21:48:25,en2cn,3
472,2021/09/20,21:48:33,en2cn,4
486,2021/09/20,21:48:54,cn2en,3
477,2021/09/20,21:49:04,en2cn,3
479,2021/09/20,21:49:06,en2cn,6
487,2021/09/20,21:49:19,cn2en,4
473,2021/09/20,21:49:38,cn2en,4
492,2021/09/20,21:49:55,en2cn,1
480,2021/09/20,21:50:14,en2cn,1
482,2021/09/20,21:50:25,cn2en,4
493,2021/09/20,21:50:35,en2cn,4
491,2021/09/20,21:50:38,en2cn,5
495,2021/09/20,21:50:49,cn2en,2
490,2021/09/20,21:51:34,cn2en,1
476,2021/09/20,21:51:40,en2cn,2
496,2021/09/20,21:51:52,cn2en,4
478,2021/09/20,21:52:09,en2cn,3
489,2021/09/20,21:52:25,en2cn,2
476,2021/09/20,21:52:28,cn2en,4
483,2021/09/20,21:52:37,en2cn,3
497,2021/09/20,21:52:48,en2cn,4
496,2021/09/20,21:52:52,en2cn,5
487,2021/09/20,21:52:57,en2cn,4
494,2021/09/20,21:53:24,cn2en,1
490,2021/09/20,21:53:44,en2cn,1
483,2021/09/20,21:53:48,cn2en,5
488,2021/09/20,21:53:59,en2cn,3
473,2021/09/20,21:54:10,en2cn,5
488,2021/09/20,21:54:15,cn2en,4
478,2021/09/20,21:54:23,cn2en,5
485,2021/09/20,21:54:29,cn2en,3
489,2021/09/20,21:54:43,cn2en,3
484,2021/09/20,21:55:16,en2cn,3
492,2021/09/20,21:55:21,cn2en,1
480,2021/09/20,21:56:05,cn2en,2
481,2021/09/20,21:56:11,cn2en,4
471,2021/09/20,21:56:20,cn2en,3
474,2021/09/20,21:56:36,cn2en,1
494,2021/09/20,21:56:41,en2cn,1
474,2021/09/20,21:56:44,en2cn,1
485,2021/09/20,21:56:47,en2cn,5
498,2021/09/21,08:32:41,cn2en,4
515,2021/09/21,08:32:53,cn2en,3
503,2021/09/21,08:33:03,cn2en,4
501,2021/09/21,08:33:14,cn2en,5
509,2021/09/21,08:33:27,cn2en,3
514,2021/09/21,08:33:52,cn2en,2
505,2021/09/21,08:34:04,cn2en,1
509,2021/09/21,08:34:07,en2cn,5
500,2021/09/21,08:34:23,en2cn,1
510,2021/09/21,08:34:54,en2cn,1
511,2021/09/21,08:35:04,en2cn,1
511,2021/09/21,08:35:15,cn2en,2
507,2021/09/21,08:35:45,cn2en,1
498,2021/09/21,08:35:51,en2cn,5
508,2021/09/21,08:36:09,en2cn,1
512,2021/09/21,08:36:22,cn2en,2
499,2021/09/21,08:36:34,cn2en,2
516,2021/09/21,08:36:45,en2cn,2
515,2021/09/21,08:36:52,en2cn,4
510,2021/09/21,08:37:01,cn2en,4
506,2021/09/21,08:37:15,cn2en,2
500,2021/09/21,08:37:27,cn2en,1
512,2021/09/21,08:37:40,en2cn,2
516,2021/09/21,08:37:45,cn2en,4
504,2021/09/21,08:38:03,en2cn,3
505,2021/09/21,08:38:17,en2cn,1
502,2021/09/21,08:38:37,cn2en,1
507,2021/09/21,08:38:52,en2cn,1
499,2021/09/21,08:38:56,en2cn,5
513,2021/09/21,08:39:27,cn2en,1
508,2021/09/21,08:39:36,cn2en,1
504,2021/09/21,08:39:52,cn2en,4
513,2021/09/21,08:40:01,en2cn,2
501,2021/09/21,08:40:08,en2cn,5
514,2021/09/21,08:40:22,en2cn,2
503,2021/09/21,08:40:34,en2cn,4
506,2021/09/21,08:40:46,en2cn,2
502,2021/09/21,08:40:59,en2cn,1
525,2021/09/26,20:40:32,cn2en,1
523,2021/09/26,20:40:49,cn2en,1
526,2021/09/26,20:41:01,en2cn,1
540,2021/09/26,20:41:24,cn2en,4
541,2021/09/26,20:41:37,en2cn,1
534,2021/09/26,20:42:02,cn2en,1
544,2021/09/26,20:42:12,en2cn,3
533,2021/09/26,20:42:27,cn2en,2
520,2021/09/26,20:42:38,cn2en,2
518,2021/09/26,20:42:46,en2cn,3
538,2021/09/26,20:42:55,en2cn,3
540,2021/09/26,20:43:02,en2cn,5
517,2021/09/26,20:43:19,cn2en,1
542,2021/09/26,20:43:28,cn2en,5
535,2021/09/26,20:43:33,cn2en,5
538,2021/09/26,20:43:38,cn2en,5
524,2021/09/26,20:43:54,en2cn,1
539,2021/09/26,20:44:06,cn2en,3
543,2021/09/26,20:44:19,cn2en,1
533,2021/09/26,20:44:33,en2cn,4
527,2021/09/26,20:44:54,en2cn,1
526,2021/09/26,20:45:09,cn2en,4
529,2021/09/26,20:45:22,cn2en,2
525,2021/09/26,20:45:43,en2cn,1
544,2021/09/26,20:46:19,cn2en,5
531,2021/09/26,20:46:31,cn2en,1
517,2021/09/26,20:46:46,en2cn,1
529,2021/09/26,20:47:51,en2cn,3
543,2021/09/26,20:47:59,en2cn,4
523,2021/09/26,20:48:11,en2cn,2
521,2021/09/26,20:48:19,en2cn,1
522,2021/09/26,20:48:32,en2cn,2
537,2021/09/26,20:48:44,cn2en,4
532,2021/09/26,20:49:06,cn2en,1
530,2021/09/26,20:49:23,en2cn,1
536,2021/09/26,20:49:38,cn2en,4
522,2021/09/26,20:49:43,cn2en,4
519,2021/09/26,20:49:57,en2cn,1
534,2021/09/26,20:50:10,en2cn,2
520,2021/09/26,20:50:15,en2cn,5
530,2021/09/26,20:50:30,cn2en,1
542,2021/09/26,20:50:40,en2cn,4
541,2021/09/26,20:51:41,cn2en,2
521,2021/09/26,20:51:49,cn2en,3
519,2021/09/26,20:52:04,cn2en,1
537,2021/09/26,20:52:08,en2cn,5
518,2021/09/26,20:52:14,cn2en,5
535,2021/09/26,20:52:18,en2cn,5
531,2021/09/26,20:52:31,en2cn,1
536,2021/09/26,20:52:39,en2cn,3
528,2021/09/26,20:52:55,en2cn,1
539,2021/09/26,20:53:00,en2cn,4
528,2021/09/26,20:53:07,cn2en,4
524,2021/09/26,20:53:39,cn2en,1
527,2021/09/26,20:53:54,cn2en,4
532,2021/09/26,20:54:00,en2cn,1
550,2021/09/26,20:54:36,cn2en,4
553,2021/09/26,20:54:43,en2cn,3
557,2021/09/26,20:54:47,en2cn,5
552,2021/09/26,20:55:12,cn2en,1
556,2021/09/26,20:55:15,cn2en,6
545,2021/09/26,20:55:24,en2cn,5
562,2021/09/26,20:55:33,en2cn,4
550,2021/09/26,20:55:37,en2cn,5
558,2021/09/26,20:55:57,cn2en,1
564,2021/09/26,20:56:05,cn2en,4
553,2021/09/26,20:56:11,cn2en,5
560,2021/09/26,20:56:22,cn2en,3
545,2021/09/26,20:56:25,cn2en,5
547,2021/09/26,20:56:41,en2cn,1
555,2021/09/26,20:56:54,cn2en,1
554,2021/09/26,20:57:03,cn2en,3
547,2021/09/26,20:57:14,cn2en,1
559,2021/09/26,20:57:24,en2cn,3
552,2021/09/26,20:57:41,en2cn,1
561,2021/09/26,20:58:05,en2cn,1
564,2021/09/26,20:58:09,en2cn,5
549,2021/09/26,20:58:29,cn2en,4
563,2021/09/26,20:59:02,en2cn,1
561,2021/09/26,20:59:20,cn2en,1
562,2021/09/26,20:59:26,cn2en,5
551,2021/09/26,20:59:37,cn2en,4
548,2021/09/26,20:59:45,en2cn,5
558,2021/09/26,20:59:58,en2cn,1
563,2021/09/26,21:00:12,cn2en,4
548,2021/09/26,21:00:15,cn2en,5
559,2021/09/26,21:00:22,cn2en,6
560,2021/09/26,21:00:30,en2cn,5
546,2021/09/26,21:00:43,en2cn,2
551,2021/09/26,21:01:11,en2cn,4
555,2021/09/26,21:01:28,en2cn,1
554,2021/09/26,21:01:35,en2cn,4
556,2021/09/26,21:01:39,en2cn,6
557,2021/09/26,21:01:41,cn2en,6
549,2021/09/26,21:01:52,en2cn,4
546,2021/09/26,21:02:06,cn2en,3
571,2021/09/26,21:03:15,en2cn,5
582,2021/09/26,21:03:28,en2cn,3
570,2021/09/26,21:03:45,cn2en,2
566,2021/09/26,21:03:58,cn2en,3
573,2021/09/26,21:04:04,cn2en,5
565,2021/09/26,21:04:14,cn2en,5
582,2021/09/26,21:04:17,cn2en,5
581,2021/09/26,21:04:28,cn2en,3
575,2021/09/26,21:04:34,en2cn,4
568,2021/09/26,21:04:40,cn2en,4
567,2021/09/26,21:04:56,cn2en,3
577,2021/09/26,21:05:12,en2cn,3
569,2021/09/26,21:05:23,en2cn,3
576,2021/09/26,21:28:44,cn2en,3
579,2021/09/26,21:28:48,en2cn,5
568,2021/09/26,21:28:51,en2cn,5
571,2021/09/26,21:43:56,cn2en,5
572,2021/09/26,21:44:13,en2cn,4
574,2021/09/26,21:44:31,cn2en,3
565,2021/09/26,21:44:39,en2cn,4
584,2021/09/26,21:44:43,cn2en,5
577,2021/09/26,21:44:49,cn2en,5
570,2021/09/26,21:45:02,en2cn,4
581,2021/09/26,21:45:05,en2cn,5
566,2021/09/26,21:45:12,en2cn,4
580,2021/09/26,21:45:20,en2cn,5
575,2021/09/26,21:45:23,cn2en,5
569,2021/09/26,21:45:26,cn2en,5
576,2021/09/26,21:45:34,en2cn,4
584,2021/09/26,21:45:37,en2cn,5
583,2021/09/26,21:45:43,en2cn,1
574,2021/09/26,21:45:48,en2cn,4
572,2021/09/26,21:45:51,cn2en,5
578,2021/09/26,21:45:58,cn2en,3
567,2021/09/26,21:46:04,en2cn,4
580,2021/09/26,21:46:09,cn2en,4
573,2021/09/26,21:46:13,en2cn,6
578,2021/09/26,21:46:18,en2cn,4
583,2021/09/26,21:46:22,cn2en,1
579,2021/09/26,21:46:27,cn2en,5
590,2021/10/17,10:10:24,cn2en,1
595,2021/10/17,10:10:38,en2cn,1
600,2021/10/17,10:10:48,en2cn,1
599,2021/10/17,10:10:57,cn2en,4
594,2021/10/17,10:11:24,en2cn,1
599,2021/10/17,10:11:29,en2cn,5
587,2021/10/17,10:11:53,en2cn,3
588,2021/10/17,10:12:08,cn2en,3
601,2021/10/17,10:12:23,en2cn,2
586,2021/10/17,10:12:43,cn2en,2
589,2021/10/17,10:12:55,cn2en,2
593,2021/10/17,10:13:11,cn2en,2
588,2021/10/17,10:13:18,en2cn,4
600,2021/10/17,10:13:24,cn2en,4
590,2021/10/17,10:13:36,en2cn,3
591,2021/10/17,10:14:00,cn2en,1
585,2021/10/17,10:14:15,en2cn,1
595,2021/10/17,10:14:31,cn2en,1
597,2021/10/17,10:14:52,en2cn,1
589,2021/10/17,10:15:03,en2cn,4
593,2021/10/17,10:15:06,en2cn,4
587,2021/10/17,10:15:19,cn2en,3
596,2021/10/17,10:15:37,cn2en,2
592,2021/10/17,10:15:54,en2cn,2
592,2021/10/17,10:15:57,cn2en,4
594,2021/10/17,10:16:17,cn2en,3
585,2021/10/17,10:16:46,cn2en,1
602,2021/10/17,10:16:51,en2cn,5
601,2021/10/17,10:16:59,cn2en,4
598,2021/10/17,10:17:15,en2cn,3
591,2021/10/17,10:17:39,en2cn,1
602,2021/10/17,10:17:54,cn2en,3
597,2021/10/17,10:18:08,cn2en,4
596,2021/10/17,10:18:19,en2cn,5
586,2021/10/17,10:18:29,en2cn,5
598,2021/10/17,10:18:39,cn2en,5
5,2021/10/17,10:19:27,cn2en,6
70,2021/10/17,10:19:37,en2cn,3
38,2021/10/17,10:19:43,en2cn,6
95,2021/10/17,10:19:48,cn2en,6
57,2021/10/17,10:19:53,en2cn,6
46,2021/10/17,10:20:08,en2cn,4
81,2021/10/17,10:20:13,cn2en,6
4,2021/10/17,10:20:19,cn2en,6
115,2021/10/17,10:20:28,cn2en,6
171,2021/10/17,10:20:31,cn2en,6
26,2021/10/17,10:20:34,en2cn,6
18,2021/10/17,10:20:45,en2cn,6
84,2021/10/17,10:20:53,en2cn,6
144,2021/10/17,10:20:57,en2cn,6
110,2021/10/17,10:21:01,cn2en,6
45,2021/10/17,10:21:04,cn2en,6
48,2021/10/17,10:21:07,cn2en,6
71,2021/10/17,10:21:20,en2cn,5
161,2021/10/17,10:21:27,en2cn,6
29,2021/10/17,10:21:30,cn2en,6
19,2021/10/17,10:21:39,en2cn,6
87,2021/10/17,10:22:01,cn2en,6
119,2021/10/17,10:22:14,cn2en,6
59,2021/10/17,10:22:23,en2cn,5
11,2021/10/17,10:22:26,en2cn,6
170,2021/10/17,10:22:32,en2cn,6
36,2021/10/17,10:22:35,cn2en,6
41,2021/10/17,10:22:39,en2cn,6
47,2021/10/17,10:22:56,cn2en,3
27,2021/10/17,10:22:59,cn2en,6
31,2021/10/17,10:23:04,cn2en,6
93,2021/10/17,10:23:12,en2cn,6
24,2021/10/17,10:23:29,en2cn,6
30,2021/10/17,10:23:32,cn2en,6
149,2021/10/17,10:23:36,en2cn,6
15,2021/10/17,10:23:39,en2cn,6
72,2021/10/17,10:23:41,en2cn,6
31,2021/10/17,10:23:43,en2cn,6
56,2021/10/17,10:23:46,en2cn,6
96,2021/10/17,10:23:49,en2cn,6
117,2021/10/17,10:23:54,cn2en,6
85,2021/10/17,10:24:08,en2cn,4
13,2021/10/17,10:24:11,en2cn,6
19,2021/10/17,10:24:19,cn2en,6
58,2021/10/17,10:24:22,cn2en,6
47,2021/10/17,10:24:27,en2cn,6
25,2021/10/17,10:24:29,en2cn,6
163,2021/10/17,10:24:39,en2cn,3
159,2021/10/17,10:25:00,en2cn,3
124,2021/10/17,10:25:09,en2cn,6
2,2021/10/17,10:25:13,cn2en,6
7,2021/10/17,10:25:27,cn2en,6
74,2021/10/17,10:25:40,cn2en,6
91,2021/10/17,10:25:43,cn2en,6
